YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2014,2014,MI,Michigan,Alcohol,Chronic liver disease mortality
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2019,2019,KY,Kentucky,Alcohol,Binge drinking prevalence among youth
2016,2016,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2014,2014,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,IA,Iowa,Alcohol,Alcohol use among youth
2013,2013,VA,Virginia,Alcohol,Binge drinking prevalence among youth
2012,2012,OH,Ohio,Alcohol,Chronic liver disease mortality
2019,2019,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2011,2011,MO,Missouri,Alcohol,Chronic liver disease mortality
2018,2018,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Alcohol use among youth
2019,2019,KY,Kentucky,Alcohol,Alcohol use among youth
2019,2019,DE,Delaware,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Alcohol use before pregnancy
2017,2017,LA,Louisiana,Alcohol,Binge drinking prevalence among youth
2015,2015,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2010,2010,MD,Maryland,Alcohol,Chronic liver disease mortality
2020,2020,VI,Virgin Islands,Alcohol,Local authority to regulate alcohol outlet density
2015,2015,WI,Wisconsin,Alcohol,Alcohol use among youth
2016,2016,CT,Connecticut,Alcohol,Chronic liver disease mortality
2010,2010,MS,Mississippi,Alcohol,Chronic liver disease mortality
2016,2016,MN,Minnesota,Alcohol,Chronic liver disease mortality
2013,2013,AZ,Arizona,Alcohol,Chronic liver disease mortality
2016,2016,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,MS,Mississippi,Alcohol,Chronic liver disease mortality
2011,2011,OR,Oregon,Alcohol,Chronic liver disease mortality
2016,2016,MS,Mississippi,Alcohol,Chronic liver disease mortality
2015,2015,OR,Oregon,Alcohol,Chronic liver disease mortality
2016,2016,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2018,2018,AK,Alaska,Alcohol,Chronic liver disease mortality
2018,2018,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,KS,Kansas,Alcohol,Chronic liver disease mortality
2011,2011,AR,Arkansas,Alcohol,Alcohol use before pregnancy
2013,2013,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,AK,Alaska,Alcohol,Binge drinking prevalence among youth
2011,2011,CA,California,Alcohol,Chronic liver disease mortality
2013,2013,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,AR,Arkansas,Alcohol,Binge drinking prevalence among youth
2015,2015,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2015,2015,NH,New Hampshire,Alcohol,Alcohol use among youth
2020,2020,ME,Maine,Alcohol,Chronic liver disease mortality
2010,2010,AK,Alaska,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Chronic liver disease mortality
2019,2019,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,FL,Florida,Alcohol,Chronic liver disease mortality
2010,2010,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2013,2013,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2018,2018,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,DC,District of Columbia,Alcohol,Alcohol use among youth
2015,2015,IN,Indiana,Alcohol,Alcohol use among youth
2014,2014,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2019,2019,OR,Oregon,Alcohol,Chronic liver disease mortality
2020,2020,FL,Florida,Alcohol,Alcohol use before pregnancy
2019,2019,MD,Maryland,Alcohol,Chronic liver disease mortality
2018,2018,ME,Maine,Alcohol,Chronic liver disease mortality
2011,2011,ME,Maine,Alcohol,Chronic liver disease mortality
2019,2019,GA,Georgia,Alcohol,Alcohol use before pregnancy
2020,2020,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2020,2020,AK,Alaska,Alcohol,Alcohol use before pregnancy
2018,2018,LA,Louisiana,Alcohol,Chronic liver disease mortality
2012,2012,MT,Montana,Alcohol,Chronic liver disease mortality
2018,2018,IN,Indiana,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2020,2020,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,IN,Indiana,Alcohol,Chronic liver disease mortality
2018,2018,AR,Arkansas,Alcohol,Chronic liver disease mortality
2014,2014,AZ,Arizona,Alcohol,Chronic liver disease mortality
2011,2011,MD,Maryland,Alcohol,Chronic liver disease mortality
2012,2012,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Chronic liver disease mortality
2016,2016,DE,Delaware,Alcohol,Chronic liver disease mortality
2011,2011,OH,Ohio,Alcohol,Chronic liver disease mortality
2018,2018,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2019,2019,OH,Ohio,Alcohol,Chronic liver disease mortality
2013,2013,NV,Nevada,Alcohol,Chronic liver disease mortality
2017,2017,MI,Michigan,Alcohol,Alcohol use before pregnancy
2019,2019,GA,Georgia,Alcohol,Chronic liver disease mortality
2019,2019,KY,Kentucky,Alcohol,Chronic liver disease mortality
2012,2012,UT,Utah,Alcohol,Alcohol use before pregnancy
2019,2019,OK,Oklahoma,Alcohol,Alcohol use among youth
2017,2017,RI,Rhode Island,Alcohol,Binge drinking prevalence among youth
2019,2019,NY,New York,Alcohol,Binge drinking prevalence among youth
2011,2011,MI,Michigan,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Alcohol use among youth
2019,2019,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2018,2018,KS,Kansas,Alcohol,Chronic liver disease mortality
2014,2014,HI,Hawaii,Alcohol,Chronic liver disease mortality
2018,2018,IL,Illinois,Alcohol,Chronic liver disease mortality
2019,2019,HI,Hawaii,Alcohol,Binge drinking prevalence among youth
2020,2020,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2014,2014,IL,Illinois,Alcohol,Alcohol use before pregnancy
2014,2014,DE,Delaware,Alcohol,Chronic liver disease mortality
2014,2014,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2011,2011,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2017,2017,OR,Oregon,Alcohol,Binge drinking prevalence among youth
2017,2017,MO,Missouri,Alcohol,Alcohol use before pregnancy
2017,2017,OK,Oklahoma,Alcohol,Binge drinking prevalence among youth
2019,2019,GA,Georgia,Alcohol,Chronic liver disease mortality
2011,2011,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,IN,Indiana,Alcohol,Chronic liver disease mortality
2012,2012,OK,Oklahoma,Alcohol,Alcohol use before pregnancy
2018,2018,DC,District of Columbia,Alcohol,Alcohol use before pregnancy
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Chronic liver disease mortality
2013,2013,KY,Kentucky,Alcohol,Chronic liver disease mortality
2020,2020,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,DC,District of Columbia,Alcohol,Binge drinking prevalence among youth
2018,2018,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2016,2016,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,NC,North Carolina,Alcohol,Binge drinking prevalence among youth
2016,2016,HI,Hawaii,Alcohol,Chronic liver disease mortality
2014,2014,MS,Mississippi,Alcohol,Chronic liver disease mortality
2019,2019,MT,Montana,Alcohol,Binge drinking prevalence among youth
2013,2013,GA,Georgia,Alcohol,Chronic liver disease mortality
2011,2011,KS,Kansas,Alcohol,Chronic liver disease mortality
2012,2012,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Alcohol use among youth
2014,2014,MA,Massachusetts,Alcohol,Local authority to regulate alcohol outlet density
2017,2017,ID,Idaho,Alcohol,Alcohol use among youth
2020,2020,CA,California,Alcohol,Chronic liver disease mortality
2018,2018,NM,New Mexico,Alcohol,Chronic liver disease mortality
2018,2018,ID,Idaho,Alcohol,Chronic liver disease mortality
2013,2013,WY,Wyoming,Alcohol,Alcohol use among youth
2019,2019,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,WA,Washington,Alcohol,Binge drinking prevalence among youth
2013,2013,IA,Iowa,Alcohol,Chronic liver disease mortality
2020,2020,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Alcohol use among youth
2015,2015,IN,Indiana,Alcohol,Alcohol use among youth
2020,2020,CA,California,Alcohol,Chronic liver disease mortality
2018,2018,GA,Georgia,Alcohol,Chronic liver disease mortality
2019,2019,MD,Maryland,Alcohol,Binge drinking prevalence among youth
2014,2014,MD,Maryland,Alcohol,Chronic liver disease mortality
2018,2018,CO,Colorado,Alcohol,Alcohol use before pregnancy
2013,2013,CT,Connecticut,Alcohol,Chronic liver disease mortality
2013,2013,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2019,2019,AZ,Arizona,Alcohol,Chronic liver disease mortality
2018,2018,MS,Mississippi,Alcohol,Chronic liver disease mortality
2014,2014,ID,Idaho,Alcohol,Chronic liver disease mortality
2019,2019,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2019,2019,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,KS,Kansas,Alcohol,Alcohol use among youth
2015,2015,AL,Alabama,Alcohol,Chronic liver disease mortality
2013,2013,LA,Louisiana,Alcohol,Chronic liver disease mortality
2019,2019,AL,Alabama,Alcohol,Alcohol use among youth
2011,2011,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2015,2015,OK,Oklahoma,Alcohol,Binge drinking prevalence among youth
2020,2020,KS,Kansas,Alcohol,Chronic liver disease mortality
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2019,2019,OK,Oklahoma,Alcohol,Binge drinking prevalence among youth
2012,2012,OH,Ohio,Alcohol,Alcohol use before pregnancy
2010,2010,ID,Idaho,Alcohol,Chronic liver disease mortality
2014,2014,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2013,2013,PR,Puerto Rico,Alcohol,Alcohol use among youth
2019,2019,OH,Ohio,Alcohol,Binge drinking prevalence among youth
2011,2011,KY,Kentucky,Alcohol,Chronic liver disease mortality
2013,2013,MT,Montana,Alcohol,Chronic liver disease mortality
2013,2013,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2013,2013,CA,California,Alcohol,Alcohol use among youth
2018,2018,MT,Montana,Alcohol,Chronic liver disease mortality
2012,2012,LA,Louisiana,Alcohol,Chronic liver disease mortality
2019,2019,MD,Maryland,Alcohol,Binge drinking prevalence among youth
2013,2013,MN,Minnesota,Alcohol,Chronic liver disease mortality
2020,2020,AZ,Arizona,Alcohol,Chronic liver disease mortality
2017,2017,MN,Minnesota,Alcohol,Alcohol use among youth
2017,2017,MT,Montana,Alcohol,Chronic liver disease mortality
2017,2017,HI,Hawaii,Alcohol,Chronic liver disease mortality
2019,2019,CA,California,Alcohol,Chronic liver disease mortality
2014,2014,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2017,2017,NY,New York,Alcohol,Alcohol use before pregnancy
2018,2018,FL,Florida,Alcohol,Chronic liver disease mortality
2014,2014,NE,Nebraska,Alcohol,Chronic liver disease mortality
2011,2011,IL,Illinois,Alcohol,Chronic liver disease mortality
2020,2020,NV,Nevada,Alcohol,Chronic liver disease mortality
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2019,2019,NC,North Carolina,Alcohol,Chronic liver disease mortality
2019,2019,MD,Maryland,Alcohol,Alcohol use among youth
2018,2018,HI,Hawaii,Alcohol,Chronic liver disease mortality
2012,2012,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,WI,Wisconsin,Alcohol,Binge drinking prevalence among youth
2019,2019,WV,West Virginia,Alcohol,Alcohol use among youth
2011,2011,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,NY,New York,Alcohol,Chronic liver disease mortality
2011,2011,FL,Florida,Alcohol,Chronic liver disease mortality
2014,2014,MD,Maryland,Alcohol,Chronic liver disease mortality
2011,2011,CT,Connecticut,Alcohol,Chronic liver disease mortality
2018,2018,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2011,2011,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2014,2014,DE,Delaware,Alcohol,Chronic liver disease mortality
2015,2015,MD,Maryland,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2012,2012,OR,Oregon,Alcohol,Alcohol use before pregnancy
2010,2010,MN,Minnesota,Alcohol,Chronic liver disease mortality
2020,2020,ID,Idaho,Alcohol,Chronic liver disease mortality
2019,2019,MS,Mississippi,Alcohol,Chronic liver disease mortality
2013,2013,IA,Iowa,Alcohol,Alcohol use before pregnancy
2019,2019,VT,Vermont,Alcohol,Alcohol use among youth
2015,2015,NC,North Carolina,Alcohol,Alcohol use among youth
2010,2010,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,MI,Michigan,Alcohol,Alcohol use before pregnancy
2014,2014,IA,Iowa,Alcohol,Alcohol use before pregnancy
2013,2013,FL,Florida,Alcohol,Alcohol use among youth
2012,2012,VT,Vermont,Alcohol,Alcohol use before pregnancy
2019,2019,ND,North Dakota,Alcohol,Alcohol use among youth
2012,2012,TN,Tennessee,Alcohol,Local authority to regulate alcohol outlet density
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2020,2020,MS,Mississippi,Alcohol,Chronic liver disease mortality
2013,2013,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,AL,Alabama,Alcohol,Chronic liver disease mortality
2017,2017,TX,Texas,Alcohol,Alcohol use among youth
2016,2016,ME,Maine,Alcohol,Chronic liver disease mortality
2018,2018,MN,Minnesota,Alcohol,Chronic liver disease mortality
2011,2011,OH,Ohio,Alcohol,Chronic liver disease mortality
2013,2013,TN,Tennessee,Alcohol,Alcohol use before pregnancy
2017,2017,GA,Georgia,Alcohol,Alcohol use before pregnancy
2013,2013,LA,Louisiana,Alcohol,Alcohol use among youth
2014,2014,AR,Arkansas,Alcohol,Chronic liver disease mortality
2018,2018,MI,Michigan,Alcohol,Chronic liver disease mortality
2020,2020,FL,Florida,Alcohol,Alcohol use before pregnancy
2014,2014,ME,Maine,Alcohol,Alcohol use before pregnancy
2015,2015,OR,Oregon,Alcohol,Alcohol use among youth
2013,2013,IN,Indiana,Alcohol,Binge drinking prevalence among youth
2015,2015,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2018,2018,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Binge drinking prevalence among youth
2016,2016,CA,California,Alcohol,Chronic liver disease mortality
2016,2016,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2020,2020,AZ,Arizona,Alcohol,Chronic liver disease mortality
2013,2013,MO,Missouri,Alcohol,Alcohol use before pregnancy
2014,2014,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2013,2013,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2013,2013,DC,District of Columbia,Alcohol,Alcohol use among youth
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2020,2020,ND,North Dakota,Alcohol,Chronic liver disease mortality
2019,2019,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,NY,New York,Alcohol,Binge drinking prevalence among youth
2019,2019,ND,North Dakota,Alcohol,Binge drinking prevalence among youth
2018,2018,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,SC,South Carolina,Alcohol,Alcohol use among youth
2020,2020,MO,Missouri,Alcohol,Chronic liver disease mortality
2015,2015,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2015,2015,VA,Virginia,Alcohol,Alcohol use before pregnancy
2020,2020,GA,Georgia,Alcohol,Chronic liver disease mortality
2012,2012,KY,Kentucky,Alcohol,Chronic liver disease mortality
2016,2016,NY,New York,Alcohol,Alcohol use before pregnancy
2015,2015,DE,Delaware,Alcohol,Chronic liver disease mortality
2015,2015,AK,Alaska,Alcohol,Chronic liver disease mortality
2011,2011,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2011,2011,MO,Missouri,Alcohol,Chronic liver disease mortality
2020,2020,CO,Colorado,Alcohol,Alcohol use before pregnancy
2012,2012,HI,Hawaii,Alcohol,Chronic liver disease mortality
2016,2016,CO,Colorado,Alcohol,Chronic liver disease mortality
2020,2020,ND,North Dakota,Alcohol,Local authority to regulate alcohol outlet density
2013,2013,OK,Oklahoma,Alcohol,Alcohol use among youth
2013,2013,HI,Hawaii,Alcohol,Binge drinking prevalence among youth
2017,2017,MO,Missouri,Alcohol,Chronic liver disease mortality
2014,2014,TN,Tennessee,Alcohol,Local authority to regulate alcohol outlet density
2011,2011,NY,New York,Alcohol,Chronic liver disease mortality
2019,2019,MO,Missouri,Alcohol,Binge drinking prevalence among youth
2017,2017,MS,Mississippi,Alcohol,Chronic liver disease mortality
2016,2016,IA,Iowa,Alcohol,Chronic liver disease mortality
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,NE,Nebraska,Alcohol,Chronic liver disease mortality
2014,2014,KS,Kansas,Alcohol,Chronic liver disease mortality
2010,2010,IN,Indiana,Alcohol,Chronic liver disease mortality
2015,2015,IL,Illinois,Alcohol,Alcohol use among youth
2019,2019,NV,Nevada,Alcohol,Chronic liver disease mortality
2019,2019,IN,Indiana,Alcohol,Chronic liver disease mortality
2017,2017,AK,Alaska,Alcohol,Chronic liver disease mortality
2013,2013,MN,Minnesota,Alcohol,Chronic liver disease mortality
2020,2020,CA,California,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Chronic liver disease mortality
2015,2015,KY,Kentucky,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Binge drinking prevalence among youth
2013,2013,CA,California,Alcohol,Chronic liver disease mortality
2013,2013,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,ID,Idaho,Alcohol,Chronic liver disease mortality
2014,2014,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2012,2012,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,KY,Kentucky,Alcohol,Chronic liver disease mortality
2019,2019,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2010,2010,NE,Nebraska,Alcohol,Chronic liver disease mortality
2011,2011,ID,Idaho,Alcohol,Chronic liver disease mortality
2012,2012,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2020,2020,AL,Alabama,Alcohol,Alcohol use before pregnancy
2016,2016,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Chronic liver disease mortality
2013,2013,MS,Mississippi,Alcohol,Alcohol use among youth
2014,2014,OK,Oklahoma,Alcohol,Alcohol use before pregnancy
2017,2017,NV,Nevada,Alcohol,Chronic liver disease mortality
2014,2014,GA,Georgia,Alcohol,Chronic liver disease mortality
2019,2019,NY,New York,Alcohol,Chronic liver disease mortality
2017,2017,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2019,2019,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2020,2020,MT,Montana,Alcohol,Alcohol use before pregnancy
2011,2011,AL,Alabama,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2020,2020,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2019,2019,NE,Nebraska,Alcohol,Chronic liver disease mortality
2017,2017,CT,Connecticut,Alcohol,Alcohol use before pregnancy
2017,2017,DC,District of Columbia,Alcohol,Alcohol use among youth
2019,2019,OH,Ohio,Alcohol,Alcohol use among youth
2017,2017,CO,Colorado,Alcohol,Chronic liver disease mortality
2013,2013,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,MO,Missouri,Alcohol,Alcohol use among youth
2016,2016,KS,Kansas,Alcohol,Chronic liver disease mortality
2019,2019,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2012,2012,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2017,2017,NE,Nebraska,Alcohol,Chronic liver disease mortality
2019,2019,DC,District of Columbia,Alcohol,Alcohol use before pregnancy
2013,2013,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2017,2017,IL,Illinois,Alcohol,Alcohol use before pregnancy
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2018,2018,ID,Idaho,Alcohol,Chronic liver disease mortality
2014,2014,IL,Illinois,Alcohol,Chronic liver disease mortality
2014,2014,NY,New York,Alcohol,Chronic liver disease mortality
2013,2013,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,ND,North Dakota,Alcohol,Alcohol use before pregnancy
2018,2018,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,PA,Pennsylvania,Alcohol,Alcohol use among youth
2018,2018,MI,Michigan,Alcohol,Chronic liver disease mortality
2017,2017,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2014,2014,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2019,2019,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2010,2010,NC,North Carolina,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Chronic liver disease mortality
2010,2010,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,SD,South Dakota,Alcohol,Binge drinking prevalence among youth
2019,2019,IA,Iowa,Alcohol,Chronic liver disease mortality
2020,2020,OR,Oregon,Alcohol,Local authority to regulate alcohol outlet density
2019,2019,AR,Arkansas,Alcohol,Alcohol use before pregnancy
2019,2019,KY,Kentucky,Alcohol,Alcohol use before pregnancy
2015,2015,AR,Arkansas,Alcohol,Alcohol use among youth
2010,2010,KY,Kentucky,Alcohol,Chronic liver disease mortality
2018,2018,KY,Kentucky,Alcohol,Chronic liver disease mortality
2020,2020,PA,Pennsylvania,Alcohol,Chronic liver disease mortality
2015,2015,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,OR,Oregon,Alcohol,Alcohol use among youth
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2012,2012,NC,North Carolina,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2011,2011,CT,Connecticut,Alcohol,Chronic liver disease mortality
2014,2014,LA,Louisiana,Alcohol,Chronic liver disease mortality
2018,2018,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2016,2016,MN,Minnesota,Alcohol,Chronic liver disease mortality
2018,2018,NV,Nevada,Alcohol,Chronic liver disease mortality
2011,2011,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2013,2013,AK,Alaska,Alcohol,Alcohol use before pregnancy
2013,2013,DE,Delaware,Alcohol,Alcohol use among youth
2010,2010,IA,Iowa,Alcohol,Chronic liver disease mortality
2015,2015,NJ,New Jersey,Alcohol,Alcohol use among youth
2019,2019,ME,Maine,Alcohol,Chronic liver disease mortality
2013,2013,AR,Arkansas,Alcohol,Chronic liver disease mortality
2020,2020,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2012,2012,ME,Maine,Alcohol,Alcohol use before pregnancy
2013,2013,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,MI,Michigan,Alcohol,Chronic liver disease mortality
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2012,2012,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Local authority to regulate alcohol outlet density
2017,2017,WV,West Virginia,Alcohol,Binge drinking prevalence among youth
2013,2013,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,WA,Washington,Alcohol,Binge drinking prevalence among youth
2013,2013,WI,Wisconsin,Alcohol,Alcohol use before pregnancy
2015,2015,MD,Maryland,Alcohol,Chronic liver disease mortality
2016,2016,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,IA,Iowa,Alcohol,Chronic liver disease mortality
2020,2020,DE,Delaware,Alcohol,Chronic liver disease mortality
2020,2020,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2016,2016,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2019,2019,TN,Tennessee,Alcohol,Alcohol use among youth
2019,2019,MI,Michigan,Alcohol,Binge drinking prevalence among youth
2014,2014,AZ,Arizona,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,NC,North Carolina,Alcohol,Chronic liver disease mortality
2020,2020,LA,Louisiana,Alcohol,Chronic liver disease mortality
2013,2013,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2013,2013,IN,Indiana,Alcohol,Chronic liver disease mortality
2018,2018,GA,Georgia,Alcohol,Chronic liver disease mortality
2015,2015,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2015,2015,ND,North Dakota,Alcohol,Alcohol use among youth
2014,2014,VT,Vermont,Alcohol,Alcohol use before pregnancy
2014,2014,IA,Iowa,Alcohol,Chronic liver disease mortality
2017,2017,GA,Georgia,Alcohol,Binge drinking prevalence among youth
2019,2019,UT,Utah,Alcohol,Alcohol use among youth
2010,2010,CO,Colorado,Alcohol,Chronic liver disease mortality
2018,2018,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Alcohol use among youth
2013,2013,AZ,Arizona,Alcohol,Alcohol use among youth
2016,2016,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2015,2015,MD,Maryland,Alcohol,Alcohol use among youth
2014,2014,AK,Alaska,Alcohol,Chronic liver disease mortality
2013,2013,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2019,2019,UT,Utah,Alcohol,Alcohol use before pregnancy
2019,2019,NV,Nevada,Alcohol,Chronic liver disease mortality
2020,2020,OH,Ohio,Alcohol,Chronic liver disease mortality
2012,2012,MN,Minnesota,Alcohol,Chronic liver disease mortality
2020,2020,KS,Kansas,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2014,2014,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2020,2020,MS,Mississippi,Alcohol,Alcohol use before pregnancy
2020,2020,FL,Florida,Alcohol,Chronic liver disease mortality
2020,2020,GA,Georgia,Alcohol,Alcohol use before pregnancy
2013,2013,CO,Colorado,Alcohol,Alcohol use before pregnancy
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Chronic liver disease mortality
2019,2019,NV,Nevada,Alcohol,Chronic liver disease mortality
2018,2018,OH,Ohio,Alcohol,Chronic liver disease mortality
2014,2014,ND,North Dakota,Alcohol,Chronic liver disease mortality
2014,2014,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2015,2015,SC,South Carolina,Alcohol,Alcohol use among youth
2013,2013,WV,West Virginia,Alcohol,Alcohol use before pregnancy
2014,2014,ID,Idaho,Alcohol,Chronic liver disease mortality
